localidad,tipo,distancia,fuente,fecha_datetime,año,mes,día_semana,distancia_km,nombre_evento,semana,eventos_semana,semana_libre
"València, Alcúdia",Asfalto,10000 m,runedia,2025-05-03,2025,5,Sábado,10.0,Volta a peu a l'Alcúdia,18,220,False
"Alacant, Elche",Asfalto,10000 m,runedia,2025-05-03,2025,5,Sábado,10.0,La Carrera del Gato,18,220,False
"Alacant, Alicante",Triatlón,26750 m,runedia,2025-05-03,2025,5,Sábado,26.75,TriWhite Alicante - Sprint,18,220,False
"València, Sueca",Asfalto,6000 m,runedia,2025-05-03,2025,5,Sábado,6.0,Carrera de la Dona de Sueca,18,220,False
"València, Valencia",Asfalto,42000 m,runedia,2025-05-03,2025,5,Sábado,42.0,Ekiden Valencia,18,220,False
"Castelló, Onda",Montaña,17700 m,runedia,2025-05-03,2025,5,Sábado,17.7,XVI Pujada a Montí D'Onda,18,220,False
"València, Llíria",Asfalto,8000 m,runedia,2025-05-03,2025,5,Sábado,8.0,III Cursa Popular a Sant Vicent,18,220,False
"València, Castello De Rugat",Btt,31000 m,runedia,2025-05-03,2025,5,Sábado,31.0,Btt Les Gerres,18,220,False
"València, València",Asfalto,6100 m,runedia,2025-05-04,2025,5,Domingo,6.1,Volta a peu a Natzaret,18,220,False
"València, Bétera",Triatlón,9000 m,runedia,2025-05-04,2025,5,Domingo,9.0,Triatló de Bétera,18,220,False
"Alacant, Almoradí",Ruta,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,10 km VIlla de Almoradí,18,220,False
"Castelló, L´San Joan De Moro",Btt,110000 m,runedia,2025-05-04,2025,5,Domingo,110.0,Gigante Small,18,220,False
"Alacant, Benidorm",Asfalto,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,Subida a la cruz ciudad de Benidorm,18,220,False
"Castelló, La Vall D'Uixo",Montaña,32000 m,runedia,2025-05-04,2025,5,Domingo,32.0,Q32,18,220,False
"València, Sueca",Asfalto,6000 m,runedia,2025-05-04,2025,5,Domingo,6.0,2ª Carrera de la Dona de Sueca,18,220,False
"València, Palma De Gandia",Montaña,13000 m,runedia,2025-05-04,2025,5,Domingo,13.0,I Cursa de Muntanya a Palma,18,220,False
"València, Torrent",Asfalto,21097 m,runedia,2025-05-04,2025,5,Domingo,21.1,Mitja Marató Ciutat de Torrent,18,220,False
"Castelló, La Vall D'Uixo",Montaña,18500 m,runedia,2025-05-04,2025,5,Domingo,18.5,Q18,18,220,False
"València, València",Asfalto,6010 m,runedia,2025-05-04,2025,5,Domingo,6.01,Volta a peu a Natzaret,18,220,False
"València, Torrent",Asfalto,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,10km ciutat de Torrent,18,220,False
"Castelló, Castelló",Asfalto,15000 m,runedia,2025-05-04,2025,5,Domingo,15.0,15 km ciutat de Castelló,18,220,False
"Alacant, La Canalosa",Travesía,18000 m,runedia,2025-05-04,2025,5,Domingo,18.0,III Travesía La Canalosa - Crevillent 2014,18,220,False
"Alacant, Alcoi",Cross,9000 m,runedia,2025-05-04,2025,5,Domingo,9.0,Cross Nocturno Salesiano Ciutat d'Alcoi,18,220,False
"Alacant, Pinoso",Asfalto,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,Cross subida a la Fátima,18,220,False
"València, Cheste",Ruta,10600 m,runedia,2025-05-04,2025,5,Domingo,10.6,Carrera popular villa de cheste,18,220,False
"València, Benimàmet",Asfalto,5677 m,runedia,2025-05-04,2025,5,Domingo,5.68,Carrera Popular NOCTURNA Benimamet-Feria Valencia,18,220,False
"Alacant, Pego",Asfalto,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,Volta a Peu a Pego,18,220,False
"València, Alcúdia",Asfalto,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,XXXII Volta a peu a l'Alcúdia,18,220,False
"Alacant, Orihuela",Asfalto,3000 m,runedia,2025-05-04,2025,5,Domingo,3.0,"III Carrera ""Por la Igualdad en Familia""",18,220,False
"València, Albal",Asfalto,10000 m,runedia,2025-05-04,2025,5,Domingo,10.0,10k Albal - Por Esa Sonrisa,18,220,False
"Alacant, Ibi",Caminata,14000 m,runedia,2025-05-04,2025,5,Domingo,14.0,Carrera Nocturna Nit de les Ermites,18,220,False
"València, Alaquàs",Asfalto,10000 m,runedia,2025-05-05,2025,5,Lunes,10.0,10 K d'Alaquàs,19,294,False
"València, Valencia",Asfalto,3500 m,runedia,2025-05-05,2025,5,Lunes,3.5,La carrera de tus sueños,19,294,False
"València, Moncada",Asfalto,7000 m,runedia,2025-05-05,2025,5,Lunes,7.0,Crazy Race Moncada,19,294,False
"València, Cortes De Pallás",Montaña,42000 m,runedia,2025-05-05,2025,5,Lunes,42.0,Ekiden Trail Valencia,19,294,False
"Alacant, La Canalosa",Travesía,18000 m,runedia,2025-05-05,2025,5,Lunes,18.0,VIII Travesía La Canalosa - Crevillent,19,294,False
"València, Gandia",Triatlón,25750 m,runedia,2025-05-05,2025,5,Lunes,25.75,Triatlón Playa de Gandia,19,294,False
"València, Alboraya",Asfalto,7000 m,runedia,2025-05-05,2025,5,Lunes,7.0,7k Port Saplaya,19,294,False
"València, Favara",Caminata,6000 m,runedia,2025-05-05,2025,5,Lunes,6.0,Trail dels senglars - Caminata,19,294,False
"Alacant, Pego",Asfalto,10000 m,runedia,2025-05-05,2025,5,Lunes,10.0,XXX - Volta a Peu a Pego 2012,19,294,False
"Castelló, L´Alcora",Btt,110000 m,runedia,2025-05-05,2025,5,Lunes,110.0,Gigante Small,19,294,False
"València, Ayora",Btt,158000 m,runedia,2025-05-05,2025,5,Lunes,158.0,Marcha Btt Ruta de los Castillos,19,294,False
"Alacant, Elx",Caminata,6730 m,runedia,2025-05-05,2025,5,Lunes,6.73,Copa de España de Marcha Nórdica FEDME y II Campeonato Autonómico de la Comunidad Valenciana FEMECV,19,294,False
"València, Gestalgar",Montaña,28500 m,runedia,2025-05-05,2025,5,Lunes,28.5,Trail de Gestalgar,19,294,False
"Alacant, Alicante",Cross,10000 m,runedia,2025-05-05,2025,5,Lunes,10.0,Cross de San Gabriel,19,294,False
"Castelló, Castelló",Asfalto,5000 m,runedia,2025-05-05,2025,5,Lunes,5.0,Carrera 5 Km CAU-UJI,19,294,False
"Alacant, Agost",Tierra,21097 m,runedia,2025-05-05,2025,5,Lunes,21.1,Jornada ambiental de la vía verde del Maigmó,19,294,False
"Alacant, Callosa De Segura",Montaña,22000 m,runedia,2025-05-05,2025,5,Lunes,22.0,Carrera por montaña Sierra de Callosa Xtrem,19,294,False
"Castelló, Xilxes",Asfalto,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,5K Ciudad de de Xilxes,19,294,False
"València, Sueca",Asfalto,6000 m,runedia,2025-05-06,2025,5,Martes,6.0,6a Carrera de la Dona de Sueca,19,294,False
"València, Alcúdia",Asfalto,10000 m,runedia,2025-05-06,2025,5,Martes,10.0,Volta a peu a l'Alcúdia - Circuito Cajamar Ribera de Xúquer,19,294,False
"València, Mas Camarena",Asfalto,5200 m,runedia,2025-05-06,2025,5,Martes,5.2,Volta a Peu Mas Camarena,19,294,False
"València, Quesa",Asfalto,8500 m,runedia,2025-05-06,2025,5,Martes,8.5,Vuelta a pie a Quesa,19,294,False
"Castelló, Vila-Real",Otros,10000 m,runedia,2025-05-06,2025,5,Martes,10.0,Vila-Real 10k-30k Patins,19,294,False
"València, Atzeneta D'Albaida",Montaña,11600 m,runedia,2025-05-06,2025,5,Martes,11.6,Pujada a la Font Freda,19,294,False
"Castelló, L´Alcora",Btt,1000 m,runedia,2025-05-06,2025,5,Martes,1000.0,BTT Gegant de L´Alcalaten,19,294,False
"Castelló, Vila-Real",Asfalto,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,5km SME Vila-Real,19,294,False
"València, Genovés",Asfalto,8600 m,runedia,2025-05-06,2025,5,Martes,8.6,Volta a peu a Genovés festes Sant Pasqual,19,294,False
"València, Emperador",Asfalto,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,5k Emperador,19,294,False
"Alacant, Elche",Triatlón,51500 m,runedia,2025-05-06,2025,5,Martes,51.5,Triatlón de Elche - Arenales 113,19,294,False
"Castelló, Almazora",Asfalto,14000 m,runedia,2025-05-06,2025,5,Martes,14.0,Gran Fons del Riu Millars,19,294,False
"València, Tavernes",Triatlón,20000 m,runedia,2025-05-06,2025,5,Martes,20.0,Triatlo Tavernes,19,294,False
"Alacant, Monóvar",Btt,40000 m,runedia,2025-05-06,2025,5,Martes,40.0,Marcha BTT Monóver,19,294,False
"Alacant, Tabarca",Natación,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,Oceanman Tabarca Popular - 5Km,19,294,False
"Alacant, Orihuela",Montaña,22500 m,runedia,2025-05-06,2025,5,Martes,22.5,Carrera por montaña Oriol Extrem,19,294,False
"València, Sumacarcer",Montaña,21000 m,runedia,2025-05-06,2025,5,Martes,21.0,Trail de Sumacarcer - 20km,19,294,False
"Alacant, Elche",Ruta,21097 m,runedia,2025-05-06,2025,5,Martes,21.1,XL Medio Maratón Ciudad de Elche,19,294,False
"València, Alzira",Asfalto,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,Corre Contra la Leucemia Infantil,19,294,False
"Castelló, Xilxes",Triatlón,15004010 m,runedia,2025-05-06,2025,5,Martes,15004.01,Triatló Platges de Xilxes - Trilavall,19,294,False
"Alacant, Villena",Asfalto,21097 m,runedia,2025-05-06,2025,5,Martes,21.1,Media Maratón de Villena,19,294,False
"València, Cortes De Pallás",Montaña,22000 m,runedia,2025-05-06,2025,5,Martes,22.0,Trail Cortes de Pallás - Larga,19,294,False
"València, Picassent",Montaña,13500 m,runedia,2025-05-06,2025,5,Martes,13.5,Picatrail13km,19,294,False
"Alacant, Elx",Caminata,6730 m,runedia,2025-05-06,2025,5,Martes,6.73,Copa de España Marcha Nórdica FEDME y Campeonato Autonómico Comunidad Valenciana FEMECV,19,294,False
"Castelló, Burriana",Asfalto,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,Carrera solidaria Burriana - 5K,19,294,False
"Alacant, Ibi",Btt,70000 m,runedia,2025-05-06,2025,5,Martes,70.0,Juguete Bike Xtrem Maratón,19,294,False
"Alacant, Villena",Asfalto,10000 m,runedia,2025-05-06,2025,5,Martes,10.0,10k de la Media Maratón de Villena,19,294,False
"València, Cortes De Pallás",Montaña,10600 m,runedia,2025-05-06,2025,5,Martes,10.6,SprintTrail Cortes de Pallás,19,294,False
"Alacant, La Canalosa",Travesía,18000 m,runedia,2025-05-06,2025,5,Martes,18.0,VII Travesía La Canalosa - Crevillent 2018,19,294,False
"València, Algímia De Alfara",Montaña,15000 m,runedia,2025-05-06,2025,5,Martes,15.0,VII Gran Fons-Trail Vistes d'Algímia,19,294,False
"València, Sumacarcer",Montaña,11000 m,runedia,2025-05-06,2025,5,Martes,11.0,Trail de Sumacarcer - 11km,19,294,False
"València, Utiel",Travesía,22000 m,runedia,2025-05-06,2025,5,Martes,22.0,Trail Sierra de Utiel,19,294,False
"València, Valencia",Asfalto,5000 m,runedia,2025-05-06,2025,5,Martes,5.0,Global Running Day,19,294,False
"València, Picassent",Montaña,23000 m,runedia,2025-05-06,2025,5,Martes,23.0,Picatrail 23k,19,294,False
"Alacant, Banyeres De Mariola",Caminata,10000 m,runedia,2025-05-06,2025,5,Martes,10.0,Marxa Blasca Trail,19,294,False
"València, Catarroja",Asfalto,6000 m,runedia,2025-05-06,2025,5,Martes,6.0,Carrera Colegio Larrodé 6k,19,294,False
"Alacant, Polop",Obstáculos,9000 m,runedia,2025-05-06,2025,5,Martes,9.0,Medieval Xtreme Race Polop,19,294,False
"Alacant, Banyeres De Mariola",Montaña,21000 m,runedia,2025-05-06,2025,5,Martes,21.0,Blasca Trail,19,294,False
"Castelló, Jérica",Btt,43000 m,runedia,2025-05-07,2025,5,Miércoles,43.0,V Marcha ´Caminos Mudéjares´ de Jérica,19,294,False
"València, Sagunt",Montaña,12000 m,runedia,2025-05-07,2025,5,Miércoles,12.0,12k Castell Ciutat de Sagunt,19,294,False
"València, Benágeber",Triatlón,56000 m,runedia,2025-05-07,2025,5,Miércoles,56.0,Triatlón de montaña Benágeber,19,294,False
"Alacant, Aigües",Montaña,15000 m,runedia,2025-05-07,2025,5,Miércoles,15.0,Alicante Trail Aigües 15k,19,294,False
"València, Fontanars Dels Alforins",Montaña,20500 m,runedia,2025-05-07,2025,5,Miércoles,20.5,"Trail Font de la Figuera 20,5k",19,294,False
"València, Fontanars Dels Alforins",Montaña,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,Sprint Trail Font de la Figuera - 10k,19,294,False
"Alacant, Ondara",Bici Carretera,118000 m,runedia,2025-05-07,2025,5,Miércoles,118.0,I MARCHA CICLODEPORTIVA AGUILA DE SEGARIA,19,294,False
"Alacant, Almoradí",Asfalto,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,10K Villa de Almoradí,19,294,False
"València, Sedaví",Asfalto,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,Volta a peu a Sedaví,19,294,False
"Alacant, Almoradí",Asfalto,5000 m,runedia,2025-05-07,2025,5,Miércoles,5.0,5k Villa de Almoradí,19,294,False
"Castelló, San Joan De Moro",Btt,116000 m,runedia,2025-05-07,2025,5,Miércoles,116.0,Gigante Small,19,294,False
"Castelló, Alcudia De Veo",Montaña,25000 m,runedia,2025-05-07,2025,5,Miércoles,25.0,Alcudia de Veo Trail 25k,19,294,False
"Alacant, Aigües",Montaña,22000 m,runedia,2025-05-07,2025,5,Miércoles,22.0,Alicante Trail Aigües 22k,19,294,False
"València, Port De Sagunt",Ruta,21097 m,runedia,2025-05-07,2025,5,Miércoles,21.1,Media Maratón Puerto Sagunto,19,294,False
"Castelló, Cortes De Arenoso",Montaña,23000 m,runedia,2025-05-07,2025,5,Miércoles,23.0,Carrera de montaña Manantiales de Cortes,19,294,False
"Alacant, Pego",Ruta,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,Volta a Peu a Pego,19,294,False
"València, Enguera",Montaña,30000 m,runedia,2025-05-07,2025,5,Miércoles,30.0,Trail Umbría - La Plana 30k,19,294,False
"València, Alcàsser",Ruta,21097 m,runedia,2025-05-07,2025,5,Miércoles,21.1,Mitja Marathon Alcàsser,19,294,False
"València, Tavernes",Triatlón,20000 m,runedia,2025-05-07,2025,5,Miércoles,20.0,triatlo tavernes,19,294,False
"València, Sumacarcer",Caminata,14000 m,runedia,2025-05-07,2025,5,Miércoles,14.0,Trail de Sumacarcer - Marcha 14km,19,294,False
"Alacant, Tabarca",Natación,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,Oceanman Tabarca - 10Km,19,294,False
"València, Alfarrasí",Asfalto,8700 m,runedia,2025-05-07,2025,5,Miércoles,8.7,Volta a Peu Alfarrasí,19,294,False
"Alacant, Teulada-Moarira (Alicante)",Obstáculos,6000 m,runedia,2025-05-07,2025,5,Miércoles,6.0,SurvivorRace,19,294,False
"Castelló, Montanejos",Btt,50000 m,runedia,2025-05-07,2025,5,Miércoles,50.0,Mtb Festival Alto Mijares,19,294,False
"Castelló, Benicasim",Asfalto,5000 m,runedia,2025-05-07,2025,5,Miércoles,5.0,5K Benicasim,19,294,False
"València, Alcúdia",Ruta,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,Volta a peu a l'Alcúdia,19,294,False
"València, Mislata",Otros,1609 m,runedia,2025-05-07,2025,5,Miércoles,1.61,Milla nacional Mislata 2011,19,294,False
"Castelló, Vinaròs",Asfalto,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,10Km Popular Vinaròs,19,294,False
"València, Sumacarcer",Montaña,21000 m,runedia,2025-05-07,2025,5,Miércoles,21.0,II Trail de Sumacarcer - 20km,19,294,False
"Alacant, Postiguet",Asfalto,7500 m,runedia,2025-05-07,2025,5,Miércoles,7.5,Carrera Solidaria Popular Policia Local de Alicante,19,294,False
"València, Albal",Ruta,6000 m,runedia,2025-05-07,2025,5,Miércoles,6.0,Carrera solidaria por Guatemala,19,294,False
"Alacant, Xixona",Asfalto,10000 m,runedia,2025-05-07,2025,5,Miércoles,10.0,III Cursa Solidària Ciutat de Xixona 5 i 10km.,19,294,False
"Alacant, Monòver",Btt,40000 m,runedia,2025-05-07,2025,5,Miércoles,40.0,Marcha BTT Monòver,19,294,False
"Alacant, Tabarca",Natación,2000 m,runedia,2025-05-07,2025,5,Miércoles,2.0,Oceanman Tabarca Popular - 2Km,19,294,False
"València, Sumacarcer",Montaña,11000 m,runedia,2025-05-07,2025,5,Miércoles,11.0,II Trail de Sumacarcer - 11km,19,294,False
"Castelló, Tirig",Montaña,22000 m,runedia,2025-05-08,2025,5,Jueves,22.0,Valltorta Trail - Llarg,19,294,False
"València, Buñol",Obstáculos,6000 m,runedia,2025-05-08,2025,5,Jueves,6.0,Desafío de Guerreros Valencia - 6km,19,294,False
"València, Anna",Montaña,11000 m,runedia,2025-05-08,2025,5,Jueves,11.0,Sprint Trail de Anna - 11k,19,294,False
"Castelló, Burriana",Ruta,10000 m,runedia,2025-05-08,2025,5,Jueves,10.0,VI 10.000 Ciutat de Burriana Trofeu Titanbur,19,294,False
"Alacant, Elche",Ruta,8000 m,runedia,2025-05-08,2025,5,Jueves,8.0,Carrera popular Elx al riu,19,294,False
"Castelló, Azuebar",Travesía,20000 m,runedia,2025-05-08,2025,5,Jueves,20.0,Marxa per muntanya Villa de Azuebar,19,294,False
"Castelló, Oropesa Del Mar",Btt,112000 m,runedia,2025-05-08,2025,5,Jueves,112.0,Mediterranean epic Medio Fondo 112k,19,294,False
"València, Valencia",Triatlón,12850 m,runedia,2025-05-08,2025,5,Jueves,12.85,Santander Triatló del Marítim - Super Sprint,19,294,False
"València, Valencia",Triatlón,51500 m,runedia,2025-05-08,2025,5,Jueves,51.5,Santander Triatló del Marítim - Olímpic,19,294,False
"València, Alcàsser",Asfalto,10000 m,runedia,2025-05-08,2025,5,Jueves,10.0,10km de la Mitja Marató d'Alcàsser,19,294,False
"Alacant, Bellús",Montaña,24400 m,runedia,2025-05-08,2025,5,Jueves,24.4,Bellús Trail Mountain  - Speed Way 25km,19,294,False
"València, Fontanars Dels Alforins",Montaña,22000 m,runedia,2025-05-08,2025,5,Jueves,22.0,Trail Font de la Figuera 22k,19,294,False
"Castelló, Almenara",Montaña,17000 m,runedia,2025-05-08,2025,5,Jueves,17.0,Almenara Xtrem,19,294,False
"València, Chiva",Btt,64000 m,runedia,2025-05-08,2025,5,Jueves,64.0,Open BTT Sierra de Chiva,19,294,False
"València, Gestalgar",Ruta,12500 m,runedia,2025-05-08,2025,5,Jueves,12.5,Gran fondo de Gestalgar,19,294,False
"València, Requena",Montaña,24000 m,runedia,2025-05-08,2025,5,Jueves,24.0,Trail del Rebollar,19,294,False
"Castelló, Vila-Real",Asfalto,5000 m,runedia,2025-05-08,2025,5,Jueves,5.0,Ford Vedat Castellón 5km,19,294,False
"València, Anna",Montaña,30000 m,runedia,2025-05-08,2025,5,Jueves,30.0,V TRAIL DE ANNA,19,294,False
"Alacant, Villena",Btt,52000 m,runedia,2025-05-08,2025,5,Jueves,52.0,Atayala Bike Race,19,294,False
"Castelló, L´Alcora",Btt,1000 m,runedia,2025-05-08,2025,5,Jueves,1000.0,VI BTT L´Alcalaten - Cicles AB,19,294,False
"Castelló, Castellón De La Plana",Tierra,31000 m,runedia,2025-05-08,2025,5,Jueves,31.0,Trail Free Run 40 Principales - La Magdalena,19,294,False
"Castelló, Castellón De La Plana",Montaña,14000 m,runedia,2025-05-08,2025,5,Jueves,14.0,Trail Free Run 40 Principales corta,19,294,False
"València, Paiporta",Asfalto,5000 m,runedia,2025-05-08,2025,5,Jueves,5.0,Carrera Popular Aldis-Paiporta,19,294,False
"Castelló, Almazora",Asfalto,14000 m,runedia,2025-05-08,2025,5,Jueves,14.0,II Gran Fons del Riu Millars,19,294,False
"València, Castelló De Rugat",Btt,36000 m,runedia,2025-05-08,2025,5,Jueves,36.0,BTT l'Ombria del Benicadell,19,294,False
"València, Titaguas",Btt,38000 m,runedia,2025-05-08,2025,5,Jueves,38.0,Marcha BTT Titaguas,19,294,False
"València, Anna",Montaña,11000 m,runedia,2025-05-08,2025,5,Jueves,11.0,11K Y CAMINATA ANNA,19,294,False
"València, Valencia",Asfalto,10000 m,runedia,2025-05-08,2025,5,Jueves,10.0,Wings for Life World Run,19,294,False
"Castelló, Jérica",Btt,32000 m,runedia,2025-05-08,2025,5,Jueves,32.0,Marcha ´Caminos Mudéjares´,19,294,False
"València, El Perelló",Asfalto,6800 m,runedia,2025-05-08,2025,5,Jueves,6.8,Volta a peu El Perelló,19,294,False
"València, El Perellonet",Asfalto,8000 m,runedia,2025-05-08,2025,5,Jueves,8.0,Volta a peu El Perellonet,19,294,False
"Castelló, Vila-Real",Asfalto,15000 m,runedia,2025-05-08,2025,5,Jueves,15.0,Ford Vedat Castellón 15km,19,294,False
"València, Requena",Montaña,12000 m,runedia,2025-05-08,2025,5,Jueves,12.0,Sprint Trail El Rebollar,19,294,False
"Alacant, Chinorlet",Caminata,9500 m,runedia,2025-05-08,2025,5,Jueves,9.5,Cross Xirivell - Marcha,19,294,False
"Castelló, Tirig",Montaña,12000 m,runedia,2025-05-08,2025,5,Jueves,12.0,Valltorta Trail - Curt,19,294,False
"València, Anna",Montaña,9000 m,runedia,2025-05-08,2025,5,Jueves,9.0,Anfibios Trail de Anna,19,294,False
"València, Fontanars Dels Alforins",Montaña,11700 m,runedia,2025-05-08,2025,5,Jueves,11.7,Sprint Trail Font de la Figuera - 11k,19,294,False
"València, Sagunto",Asfalto,10000 m,runedia,2025-05-08,2025,5,Jueves,10.0,Amuhcanma (Carrera por el cáncer de mama) - 10 Km,19,294,False
"València, Anna",Montaña,20000 m,runedia,2025-05-08,2025,5,Jueves,20.0,20K TRAIL ANNA,19,294,False
"Alacant, Novelda",Asfalto,5000 m,runedia,2025-05-08,2025,5,Jueves,5.0,Carrera contra el Cáncer Infantil Alba Dona Vida,19,294,False
"València, Anna",Montaña,30000 m,runedia,2025-05-08,2025,5,Jueves,30.0,Maraton Trail de Anna 30k,19,294,False
"València, Anna",Caminata,11000 m,runedia,2025-05-08,2025,5,Jueves,11.0,CAMINATA ANNA,19,294,False
"Alacant, Castalla",Otros,5000 m,runedia,2025-05-09,2025,5,Viernes,5.0,Cross 5km Centre Històric Castalla,19,294,False
"Castelló, Xilxes",Triatlón,15006015 m,runedia,2025-05-09,2025,5,Viernes,15006.01,triXilxes #sindrafting by Trilavall,19,294,False
"Alacant, Pinoso",Asfalto,10000 m,runedia,2025-05-09,2025,5,Viernes,10.0,Cross Subida a la Fátima 10km,19,294,False
"València, Silla",Pista,6000 m,runedia,2025-05-09,2025,5,Viernes,6.0,II Carrera  Marea Azul Solidaria & Unid@s por una ilusion,19,294,False
"València, Sedaví",Asfalto,10000 m,runedia,2025-05-09,2025,5,Viernes,10.0,51 Volta a peu a Sedaví - Memorial Celedonio Cano,19,294,False
"València, Valencia",Triatlón,25750 m,runedia,2025-05-09,2025,5,Viernes,25.75,Santander Triatló del Marítim - Sprint,19,294,False
"Castelló, Oropesa Del Mar",Btt,208000 m,runedia,2025-05-09,2025,5,Viernes,208.0,Mediterranean epic Gran Fondo 208k,19,294,False
"Alacant, Xàbia",Montaña,17200 m,runedia,2025-05-09,2025,5,Viernes,17.2,Granadella Trail Costa Blanca,19,294,False
"Alacant, Alcoi",Montaña,51000 m,runedia,2025-05-09,2025,5,Viernes,51.0,Trail solidari Ciutat D'Alcoi,19,294,False
"Castelló, Castelló",Travesía,63000 m,runedia,2025-05-09,2025,5,Viernes,63.0,Marató i Mitja Penyagolosa,19,294,False
"Alacant, Alcoi",Caminata,22000 m,runedia,2025-05-09,2025,5,Viernes,22.0,Marxa Trail Solidari Ciutat d'Alcoi,19,294,False
"València, Cofrentes",Bici Carretera,159000 m,runedia,2025-05-09,2025,5,Viernes,159.0,Marcha Cicloturista Los Castillos de Ayora,19,294,False
"València, Alcàsser",Asfalto,21097 m,runedia,2025-05-09,2025,5,Viernes,21.1,Mitja Marató Alcàsser,19,294,False
"Alacant, Castalla",Otros,10000 m,runedia,2025-05-09,2025,5,Viernes,10.0,Cross 10K Centre Històric Castalla,19,294,False
"València, Catarroja",Asfalto,1000 m,runedia,2025-05-09,2025,5,Viernes,1000.0,Carrera Popular Escolar,19,294,False
"València, Oliva",Btt,120000 m,runedia,2025-05-09,2025,5,Viernes,120.0,Transvalls al límit,19,294,False
"València, Massamagrell",Asfalto,15000 m,runedia,2025-05-10,2025,5,Sábado,15.0,15Km Villa de Massamagrell,19,294,False
"Alacant, Almoradí",Asfalto,5000 m,runedia,2025-05-10,2025,5,Sábado,5.0,5km Villa de Almoradí,19,294,False
"Alacant, Pinoso",Asfalto,10000 m,runedia,2025-05-10,2025,5,Sábado,10.0,Run Series 10K de Pinoso,19,294,False
"Castelló, Montanejos",Btt,1000 m,runedia,2025-05-10,2025,5,Sábado,1000.0,VII Marcha BTT Montanejos,19,294,False
"Alacant, Pinoso",Asfalto,10000 m,runedia,2025-05-10,2025,5,Sábado,10.0,Cross subida a la Fátima 10km,19,294,False
"Alacant, Pinoso",Asfalto,5000 m,runedia,2025-05-10,2025,5,Sábado,5.0,Cross Subida a la Fàtima 5km,19,294,False
"València, Genovés",Asfalto,8600 m,runedia,2025-05-10,2025,5,Sábado,8.6,Volta a peu festes Sant Pasqual,19,294,False
"València, Massamagrell",Bici Carretera,400000 m,runedia,2025-05-10,2025,5,Sábado,400.0,Brevet Randonneur 400K Peña Ciclista Massamagrell,19,294,False
"Alacant, Redován",Cross,5000 m,runedia,2025-05-10,2025,5,Sábado,5.0,Cross popular de Redován,19,294,False
"Castelló, Les Alqueries",Asfalto,8750 m,runedia,2025-05-10,2025,5,Sábado,8.75,VI Cursa Poble de les Alqueries,19,294,False
"València, Puçol",Triatlón,1000 m,runedia,2025-05-10,2025,5,Sábado,1000.0,Triatló de puçol,19,294,False
"Alacant, Benidorm",Montaña,7000 m,runedia,2025-05-10,2025,5,Sábado,7.0,Trail Por Ellas Costa Blanca,19,294,False
"Alacant, Castalla",Montaña,15500 m,runedia,2025-05-10,2025,5,Sábado,15.5,"Trail Castalla, Trail Vall del Joguet",19,294,False
"València, Cullera",Asfalto,10600 m,runedia,2025-05-10,2025,5,Sábado,10.6,Pujada a la Bola,19,294,False
"Alacant, Elda",Btt,45000 m,runedia,2025-05-10,2025,5,Sábado,45.0,Marcha BTT Valle de Elda,19,294,False
"Castelló, Xilxes",Triatlón,51500 m,runedia,2025-05-10,2025,5,Sábado,51.5,Triatló Platges de Xilxes - Trilavall,19,294,False
"València, Alpuente",Btt,41000 m,runedia,2025-05-10,2025,5,Sábado,41.0,Marcha Btt Alpuente,19,294,False
"Alacant, Teulada",Tierra,10000 m,runedia,2025-05-10,2025,5,Sábado,10.0,Cursa popular a Teulada,19,294,False
"València, Manises",Asfalto,10000 m,runedia,2025-05-10,2025,5,Sábado,10.0,10k Manises  Trofeo Carlos Aliaga,19,294,False
"València, Higueruelas",Btt,42000 m,runedia,2025-05-10,2025,5,Sábado,42.0,Marcha BTT Higueruelas,19,294,False
"València, Bèlgida",Asfalto,7000 m,runedia,2025-05-10,2025,5,Sábado,7.0,Volta a peu a Bèlgida,19,294,False
"València, Quadretonda",Btt,41000 m,runedia,2025-05-10,2025,5,Sábado,41.0,Marxa BTT L'Avenc de Quadretonda,19,294,False
"Alacant, Benidorm",Natación,5000 m,runedia,2025-05-10,2025,5,Sábado,5.0,Mediterranean Costa Challenge Benidorm - 5k,19,294,False
"Alacant, Benidorm",Caminata,7000 m,runedia,2025-05-10,2025,5,Sábado,7.0,Trail Por ellas Costa Blanca Marcha Senderista,19,294,False
